"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"37","IDP4048",177.32,NA,NA,NA,NA,NA,NA,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449
"38","IDP2552",178.95,NA,NA,NA,NA,NA,NA,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449,65.08311449
"39","gpm838a",228.09,NA,NA,NA,NA,NA,NA,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977
"40","IDP112",251.06,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"41","lim51",257.04,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"42","bnlg439",257.44,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"43","bnlg1203",257.64,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"44","IDP349",257.65,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"45","gpm121",259.55,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"46","AY110640",262.74,NA,NA,NA,NA,NA,NA,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675,64.4366896675
"47","gpm567",270.13,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"48","bnlg1811",384.76,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"49","IDP1953",387.66,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"50","IDP99",389.16,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"51","umc2228",390.16,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"52","IDP252",391.54,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"53","gpm251",393.19,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"54","aoc1",394.51,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"55","umc2229",395.66,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"56","gpm850c",395.95,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"57","bnlg2295",396.56,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"58","gpm181",397.33,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"59","IDP376",398.98,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"60","bnlg2086",399.57,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"61","umc2112",399.67,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"62","asg3",400.27,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"63","IDP1986",402.87,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"64","csu3",403.37,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"65","gpm305",405.38,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"66","IDP1605",409.13,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"67","IDP751",410.97,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"68","mmp61",410.98,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"69","lim497",412.08,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"70","umc2025",415.38,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"71","mmp39",423.58,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"72","umc1515",428.98,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"73","IDP1457",430.79,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"74","AY111680",431.98,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"75","IDP2367",432.06,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"76","IDP2412",434.36,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"77","AY109678",435.68,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"78","IDP194",435.73,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"79","mmp143",436.28,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"80","csu1138",437.38,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"81","IDP1407",442.3,NA,NA,NA,NA,NA,NA,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494,64.45626494
"82","IDP1703",509.1,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"83","myb6",513.1,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"84","umc1590",515.4,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"85","bnl5.59a",518.8,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"86","IDP846",520.8,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"87","php20654",521.7,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"88","AY110296",522.3,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"89","asg58",524.1,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"90","umc1811",524.8,NA,NA,NA,NA,NA,NA,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225,58.521725225
"91","bnlg2057",526,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"92","umc2234",527.4,NA,NA,NA,NA,NA,NA,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155
"93","mbd119",527.67,NA,NA,NA,NA,NA,NA,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452,59.40925452
"94","bnlg1598",531.2,NA,NA,NA,NA,NA,NA,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977,66.1158344049977
"95","mmp156",542.6,NA,NA,NA,NA,NA,NA,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666
"96","bnlg1057",546.7,0,1,0.411120803378914,0.52140117736787,0.411120803378914,0.814190914575111,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666
"97","umc1396",546.8,0,1,0.411120803130541,0.521401177493691,0.411120803130541,0.814190914676222,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666
"98","umc2235",548.4,0,1,0.411120795968177,0.521401181122031,0.411120795968177,0.814190917591988,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666
"99","umc1748",552,NA,NA,NA,NA,NA,NA,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155,61.840864155
"100","umc1919a",554.2,NA,NA,NA,NA,NA,NA,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666,59.3831541566666
"101","bnlg1615",556,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"102","csu805",556.9,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"103","gpm688",557.88,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"104","gpm169",558.46,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"105","AY111153",559.41,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"106","gpm906a",559.45,NA,NA,NA,NA,NA,NA,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145,64.108414145
"107","IDP168",562.02,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"108","umc2151",562.31,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"109","IDP2465",568.93,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"110","ntf1",569.21,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"111","umc58",574.31,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"112","asg16b",576.61,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"113","IDP790",581.55,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"114","IDP4057",582.07,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"115","IDP438",585.41,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"116","IDP295",586.3,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"117","umc1709",586.61,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
"118","php20644",588.01,NA,NA,NA,NA,NA,NA,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635,57.826023635
"119","umc1924",592.21,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
"120","uaz147b",598.41,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
"121","gpm136",601,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
"122","csu1132",602.21,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
"123","umc2236",603.21,NA,NA,NA,NA,NA,NA,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333,56.7326941733333
