"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Env","m__est__mean.QTL.add","m__est__mean.QTL.dom","m__est__Env:mean.QTL.add","m__est__Env:mean.QTL.dom","m__se__(Intercept)","m__se__Env","m__se__mean.QTL.add","m__se__mean.QTL.dom","m__se__Env:mean.QTL.add","m__se__Env:mean.QTL.dom","v__est__(Intercept)","v__est__Env","v__est__var.QTL.add","v__est__var.QTL.dom","v__est__Env:var.QTL.add","v__est__Env:var.QTL.dom","v__se__(Intercept)","v__se__Env","v__se__var.QTL.add","v__se__var.QTL.dom","v__se__Env:var.QTL.add","v__se__Env:var.QTL.dom"
"11","A","1","IDP1464",21.17,0.483472142762253,0.975089893897094,5.37801415617396,0.250662030109879,6.31591063049312,0.61189103706206,70.6513989963132,-1.6617186993578,-0.518837118952911,-40163.820905215,0.141283558048988,4867.20061840468,0.58153475161587,0.108080674755492,0.378896466239845,55236.3411960842,0.0711301007452699,10351.2787901776,5.62339904636877,-0.0660400740451944,-0.187692352599087,-15521.3381717124,0.00905082791940863,293.025614829963,0.0856904226302347,0.0168597022272494,0.0607692652316986,10255.0377173516,0.0119934359401086,2013.13006132891
"12","A","1","fus6",22.62,5.93245053325959,0.204250021762757,4.25951966362068,0.372021525828303,10.7570954640179,0.215845963691828,71.4111000138547,-1.82460656491722,-1.11567166536701,-493.990001163982,0.277949568062372,73.60235768422,0.592258715599726,0.110694958778594,0.389352269285405,97.0839962465311,0.07307112115898,16.3992690687322,5.60473217776579,-0.0582999031303238,-0.180482020006365,-17.0887048700113,0.00226998534491669,-7.42084158175417,0.0823799850069191,0.0162131902967883,0.058636685964925,19.6405050721787,0.0115690590062236,3.85689653713076
"13","A","1","AY109692",23.62,6.74800114507159,0.149819728238215,5.00369101607482,0.28691898350882,11.8274790974191,0.159068922334366,71.8250681695701,-1.87714703778948,-1.16024434339524,-3834.56443107448,0.276743695255312,563.208782638254,0.617258773151667,0.115140405946489,0.390622768278284,699.433016746501,0.0733056834024366,120.193816907578,5.63177122246258,-0.0556267835893078,-0.188870155395762,-199.300499478009,0.00398093834994801,-49.1033075318252,0.0853079580524342,0.0167832905602707,0.0583046602213319,142.722421836367,0.0115030833093139,28.0130668755191
"14","A","1","mmp102",24.42,5.95522143087275,0.202517414386933,2.27583813062258,0.685171498863104,9.3872263403107,0.310689914625462,71.8119314061393,-1.88583618303688,-1.48162170086008,-737.610015237024,0.33207433910296,120.291059814495,0.586684851604244,0.110280436092599,0.385127389884638,171.359930087817,0.072255501245209,28.8249156238488,5.55922868477506,-0.0496618235221105,-0.13190807133377,-9.36434981034911,-0.00525678673941175,-13.9037245311639,0.0819181746907197,0.0161062793750898,0.0577496371117758,31.8307045849411,0.0113919172903401,6.25642510195145
"15","A","1","AY110314",29.42,6.76092580627385,0.149074589341839,3.34071481352451,0.502507314418568,10.9842762579097,0.202591720564655,71.3192704772214,-1.77182951506638,-1.91691109939966,489.527783163407,0.30277458515609,-21.2372949431649,0.553889405449758,0.10405845394537,0.390905032074837,127.487190113077,0.0733807518247592,23.4259311988144,5.54097416926065,-0.052163323654773,-0.168192305213073,22.8214072988259,-0.00313832937113838,-2.34201047036154,0.07765354366072,0.0152834254872245,0.0601131184332044,19.3557331718213,0.0118479063229546,3.80742418313566
"16","A","1","umc94a",38.62,11.6077165885751,0.0205197293816535,0.690755570790529,0.952464035740889,15.3201364157586,0.0532114896149189,71.6660979683263,-1.76367953007388,-1.54081183327232,-38.290053921773,0.284297400665013,2.47152958186976,0.500478187547555,0.0957481409481202,0.386823132663603,5.68054200511765,0.0723259927777328,0.943892459473553,5.37974920779695,-0.031441927015835,0.0195202079422353,0.926264538795508,-0.0289286378271217,-0.282870072800055,0.0757181513253119,0.014899949306182,0.0606130018969057,0.872294538469746,0.0119813686308995,0.167832047226964
"17","A","1","gpm331",38.71,12.8359511366432,0.0121058147637129,0.532916313840476,0.970218470656275,16.2675590146069,0.0387067491740542,71.7363772087348,-1.76988228875403,-1.57143717590139,-39.5245893616812,0.286276581800577,2.66570109123335,0.501676657311921,0.0959902578645297,0.387090878832334,5.5022522779062,0.0723858719820082,0.915891228517593,5.37783001693278,-0.0307337165665398,0.0208911890795991,0.7783346825985,-0.0292838811805523,-0.278514316599739,0.0775140914445372,0.0152520047538637,0.0619222671672577,0.891347213412164,0.0122397578798699,0.171511369693051
"18","A","1","lim179",47.02,6.74792582354906,0.149824080651929,1.07405751533067,0.898366124248723,7.63674906690498,0.469732936438386,72.1191071102282,-1.79931160507837,-2.15989187502255,-301.861639060112,0.303812290873328,39.1635854916176,0.547800571986522,0.105734370956847,0.389442671017209,177.041776177884,0.0729447287694429,32.0060699834091,5.35634234951433,-0.0184526477989422,0.059116641422542,35.3154030059064,-0.0404584011411043,-9.77097215495873,0.0783267497915571,0.0153811526585784,0.0571977406333889,24.5709684085941,0.011283539189033,4.86885165689575
"19","A","1","IDP755",52.47,5.76326388291464,0.217539187388207,6.18121711420976,0.186017447361316,12.1395240974387,0.145086388068369,71.7463544308633,-1.70041167258778,-1.94817560120036,77.7234380897346,0.214029921677601,8.97718008405917,0.51493575012928,0.0993579654824921,0.375856442892153,569.758606422641,0.0703219783282588,116.000451313915,5.38787793338654,-0.0251091165546384,0.0770972840965188,-508.765857362489,-0.0414477431426231,40.6165121430659,0.0754436993551766,0.0148608378815561,0.0571288157734627,130.277836002333,0.0112683833276386,26.0930696951335
"20","A","1","AY107629",54.63,8.67823232883318,0.0696650837368151,0.659334039287897,0.95624753662242,8.97440274388055,0.344459917209385,72.386694095072,-1.88779268866021,-2.28651433227986,-5050.93022783904,0.307195038115702,1583.1900658924,0.544868423177574,0.104879711366767,0.388587173512545,1393.12425977237,0.0724251712655505,256.970577485024,5.39338865878613,-0.0225891087536918,0.0528243599194422,-168.851021576411,-0.0401771122036226,-62.1063924889692,0.0784352222191013,0.0154426572820125,0.0577322757563435,238.426317330286,0.0113869002905051,47.4765013481114
"21","A","1","mmp49",56.12,8.02166233952424,0.0907878905480009,5.23666719534198,0.263864382638262,13.5092736060267,0.0954872189295402,72.198442464417,-1.85205159910261,-2.2313230186578,-1908.93874162991,0.28385980118102,750.342856048053,0.546137702980554,0.104655675334081,0.386619051727667,575.817995558459,0.0718807890325297,114.487254592583,5.43678138023268,-0.0294226427380784,0.0592713494128766,-531.996003390156,-0.0384710956505638,16.099623432062,0.0773656329872148,0.0152124022658111,0.0564546206348033,132.430008367677,0.0111307175296132,26.4206343686367
"22","A","1","cdo1081a",57.82,5.8880913638322,0.207663008911362,7.10546583394565,0.130418701517214,13.2460772374483,0.103658677888207,71.8831926949947,-1.777429482603,-2.01000969015172,-75.6036080586296,0.248001937966509,74.8819406506004,0.534269964769244,0.10277409164899,0.38490299304996,86.518229212609,0.0716951902460052,18.5831862203696,5.41389283183771,-0.0261148982485405,0.0638994898237179,-130.943650852572,-0.0406487623995205,8.66795475036663,0.0780118110195572,0.0153486336131032,0.0580133990728268,25.9334021296976,0.0114413018402333,5.1664323331522
"23","A","1","asg31",65.22,2.27660826242297,0.685031073899085,4.5792606596446,0.333252395012741,6.45622857384494,0.596266770433498,71.0216007040111,-1.4494048211362,-1.23307675169071,62900.9317632798,0.0743604837149552,-88260.1010152209,0.52249569920674,0.100425273347941,0.387713835380214,110640.970563562,0.0712808331919183,19940.9509073779,5.28229809621018,-0.0153911808342628,0.157669465892789,27453.4374092958,-0.0499922029278276,-6606.08062343713,0.078595968048053,0.0154549241980503,0.0574760917907397,15957.7667314406,0.0113390450390529,3172.31036175204
"24","A","1","npi415",66.02,3.23002693958887,0.52009477660228,2.54948421545047,0.635797335695737,5.50407227905178,0.702588778338064,70.7010547689214,-1.62858038231401,-1.1053294115297,1759.48291354943,0.0977358490800277,248.213174848166,0.524539209119055,0.10050294715051,0.387463403539654,776.227117618979,0.07167176531208,144.553520186086,5.36072717551906,-0.0248195669190797,0.117100181742683,-164.652051436022,-0.0406942416710325,-27.3329184475946,0.0779720726916954,0.0153136525530351,0.0578930854437194,137.614789937598,0.0114177983434264,27.5383546620945
"25","A","1","ufg31",71.62,0.0537789231945598,0.999644894291514,2.61051139681325,0.624962209391818,2.69414045116605,0.952062900539728,70.0108638215425,-1.54097277191934,0.168540297991869,-1121.68162859803,0.03110662936459,-38.5632201415368,0.490817262067656,0.0927359554498468,0.401507824472046,3409.30528584582,0.0748613592931224,671.722639355039,5.42002013536721,-0.0491224459070237,0.0806894772442549,-1428.88832449666,-0.0230618214311905,265.236827616217,0.077348173074116,0.0152147554357663,0.0632123852401559,588.777109177684,0.0125098163288861,115.744726348298
"26","A","1","gpm330",71.91,3.47242838670732,0.482083034214795,0.36752150858839,0.985048595119492,3.83263567010568,0.871899042059932,70.3489031496044,-1.59079429879936,-0.00146909414355894,-46289.6951283536,0.0491741982665205,6029.03721149939,0.491740686658297,0.0933738967069552,0.400191717684312,11241.1617821857,0.0747370460405473,1942.96042211408,5.39110035711263,-0.0407624203824353,0.0536123280065577,-267.772432542343,-0.0180130886907545,-664.991063276533,0.0768964068435137,0.0151338235096336,0.0624259392553144,2135.06996975715,0.0123332845515924,419.058014550803
"27","A","1","ufg33",72.02,0.0193590950416792,0.999953454389425,1.41014733339674,0.842429457171406,1.48055749183349,0.993026018772996,70.0209317724805,-1.53603085733369,0.0552011924896681,300.483691054094,0.0733612524941805,-529.738477007715,0.481156604057907,0.0910411625259697,0.397927426426938,1197.11480908644,0.0739610215067956,201.924778815538,5.39443461538054,-0.0447960893978681,0.0488966813823114,235.165374107102,-0.0201279387477565,-33.0776668003039,0.0720477916742797,0.0141778387272401,0.059772582147856,147.197490983173,0.0118178897383493,28.3183169680735
"28","A","1","ufg32",72.82,0.0580381542812413,0.999587004340891,1.1867092384469,0.88028197021729,1.28703598880569,0.995705247966286,70.0077993583968,-1.53428798314746,0.0520935448843165,103.227093469193,0.0725596202418411,-98.2103886631929,0.481253878183745,0.0910898302354479,0.398104249924466,212.135494750331,0.0739762555898313,36.2398109494836,5.39420971370669,-0.0444815960514903,0.0506780619681801,36.480002110733,-0.0206434201090484,-4.7519031679425,0.073147069069505,0.0143945223773937,0.060686738140609,26.9428799986598,0.0119983225590522,5.18296774713792
"29","A","1","ufg34",74.42,0.0832240998100193,0.999157865943533,0.381961330521047,0.983926963217294,0.484313486532864,0.999881863133885,69.9925768787112,-1.53479557093764,-0.0227950700690642,457.041410255104,0.085250124438089,-177.590854214324,0.48975758638914,0.0927880687296474,0.422617801008424,761.216776882277,0.0785933397532466,141.007451989872,5.3954190808375,-0.0440530183221553,0.0567054283560736,-3.70884414201827,-0.0212424204130418,5.61711675139635,0.0734414423869754,0.014463684246542,0.0632937958719248,113.568160172907,0.0125100084773607,22.1868972329729
"30","A","1","AY108650",77.57,0.156929803749328,0.997078018302131,1.6214875877523,0.804925061528122,1.87336659917501,0.984650948732863,69.8698114706334,-1.54952021727517,0.190150048227022,23.1743525988625,0.0987166880628838,-18.0838775283793,0.487065305456994,0.0924763087464927,0.394491682517233,35.5020016535224,0.0732015253718409,6.05484206466564,5.37561317262623,-0.0411697815372451,0.0726106629195848,6.21457253066407,-0.0250622464237762,-0.715134705614676,0.074107858774109,0.0145894838029977,0.0598668655029433,4.37245402603924,0.0118288500282981,0.841147727634523
"31","A","1","gpm495",80.45,0.0020258662854977,0.999999487329527,2.0521716578769,0.726163516434746,2.21584023112633,0.973669343689353,70.0747283667862,-1.5141859332977,0.00583751393886519,59.2083556528932,-0.0214533729987428,105.34463860665,0.487835009780701,0.092869405971335,0.39539778624011,619.987469685026,0.0733158620221319,120.213193568924,5.41768563894453,-0.0403251453249744,0.0659976375138885,-326.611798447403,-0.0296224977957475,35.7391880677336,0.0769137249381418,0.015125007529427,0.0627079136741046,139.925612933548,0.0124009195053791,26.7187577071515
"32","A","1","gpm83b",80.75,1.25888760048445,0.868311228420761,0.783776561783216,0.940609715781104,2.24910731330404,0.9724065591438,69.8308787498034,-1.50856769762893,-0.0405445462410801,8617.0664545357,-0.00497525125308614,-288.590943192397,0.501420870761708,0.0955710546420091,0.391370842515553,3572.64389153668,0.0725490859933747,653.729530904495,5.37497852419273,-0.0345921682123788,0.0565454310035216,512.000294448223,-0.0296771905488278,-75.9954911891349,0.0726194338462501,0.0142875677435305,0.0573398253013023,491.325093912796,0.0113216327355356,96.4934453218311
"33","A","1","gpm767",80.94,0.0569583350194554,0.999602086368045,0.70434241055865,0.950792335579097,0.821574729300483,0.999143878820713,69.995618238555,-1.52312159681971,0.0395897335906202,3419.0772400159,-0.020297965612502,1222.80336772828,0.501824368847953,0.0953275073883341,0.392367946205372,6652.32794401194,0.0726384447798286,1264.35159900174,5.40671501893615,-0.0387922368096113,0.0613965333113177,-796.88326469088,-0.0305452197985643,99.0140888631919,0.073633625820072,0.0144757550336625,0.0584880702747431,1037.13233053906,0.011549481011947,203.955381369797
"34","A","1","bnlg1014",81.12,0.398338083339752,0.982612743649752,0.469225235085822,0.976426923419643,0.833235556525028,0.999098384488989,70.0397974581349,-1.47585098462149,-0.100025683928067,40047.2492807366,0.00824788519493623,-15871.9548286744,0.492945504180963,0.093262675437742,0.393406161814887,29790.8372997816,0.0729305445719784,5650.00239895908,5.40465729428528,-0.0410261165254641,0.0583655915655573,-1096.23313846082,-0.0279420913986362,219.962527203744,0.0751169302801017,0.0147361020660335,0.0606280975234414,4660.77583409789,0.011988620465583,931.835598735222
"35","A","1","umc1363a",82.02,1.53001523983983,0.821311675623913,4.24973854230769,0.373261205316666,6.67226111200265,0.572370102327107,69.3185802152805,-1.38372953417839,0.630426004483517,14273.8815013844,-0.112633742064434,-2490.16054792047,0.500594226415029,0.0964869912809962,0.394369207049862,6278.32601718434,0.0730884170415041,1085.25870904775,5.30310847570307,-0.0219868138056727,0.123776653910341,2204.16848187352,-0.035658544888115,-568.392515916186,0.0778390399736674,0.0153215177216416,0.0601725275264287,906.656288260288,0.0118748357552754,178.306616552378
"36","A","1","gst12",83.52,0.0876331499198473,0.999067639500014,4.91836506239867,0.295776779428906,5.01310507038816,0.756174530041014,69.971293786277,-1.55440127200563,0.150438548486958,-2.83020445639347,0.0510588978986466,0.9247007996372,0.475834601230994,0.0911077221489404,0.404921170032634,4.96739567426504,0.0744726389894175,1.02120887390884,5.35883946114408,-0.0313236227524356,0.127534870370055,-4.39696759512782,-0.0414133549260775,0.464472862870356,0.0726044183061076,0.0142890806806189,0.0611908885111524,1.37746549634531,0.0121008422566,0.260848387895698
"37","A","1","umc1269",84.62,0.0866602243184772,0.99908793251926,4.92758835394252,0.294808405721904,5.02272848831196,0.75514414033987,69.9718247071534,-1.55448355394778,0.149734104114754,-2.11776609921489,0.0511692268682978,0.775339764175569,0.475839805057141,0.0911093357685267,0.404917863295148,3.91332960697462,0.0744720375512309,0.806942741366487,5.35880745805733,-0.0313165398579127,0.127532252390524,-3.40137796499104,-0.0414166025122236,0.337049655787543,0.0726250806364424,0.0142931574393392,0.0612060008337916,1.09359082385828,0.0121038560568181,0.207032259983047
"38","A","1","umc2012",85.72,0.0866028914836714,0.999089121590143,4.93099846633596,0.294451041625621,5.02617823729567,0.754774536468045,69.971692559888,-1.55444154311005,0.149874799091075,-2.25956787634598,0.0511355616816968,0.92289089720073,0.475814137684335,0.0911042703327094,0.404942457011162,4.41682552027347,0.0744758291684496,0.912163175393728,5.35871603351044,-0.0313112351869365,0.127693001260899,-3.73605047661718,-0.0414303628713365,0.344307539599519,0.072619476603301,0.014292032283401,0.0612073034572246,1.23696972011531,0.0121040504017918,0.234150309286261
"39","A","1","umc1977",87.52,0.695969014252336,0.951825092028017,3.06664409051344,0.546735280027713,3.76893330590621,0.877346138749094,69.8803493280682,-1.48271734632724,0.0912092880170728,37432.8475951362,0.010335238597876,-10939.4301288045,0.47152887529874,0.0903266546289235,0.417204003118918,20745.6263124777,0.0764705981419114,3908.90164186796,5.3276137504724,-0.0308805879399341,0.161460523758125,911.580517310982,-0.0424412845113331,-140.686834188082,0.0751075322011605,0.014784984435655,0.0644639745328931,3223.48377563834,0.012734893288055,631.017226734106
"40","A","1","IDP553",88.91,0.121621558795986,0.998224300996404,7.09162110431439,0.131124962124008,7.22168218863342,0.512914801225928,69.9982668626846,-1.48382105948402,0.0644189299716138,3354.31787470165,-0.032823238916306,-1042.79612941732,0.465789794040049,0.0892061275340496,0.407979343691506,4686.88161421882,0.0752420340518999,949.119263946476,5.35089336494509,-0.0345420098611467,0.17252104582967,-3286.4770061731,-0.0386332217834202,314.377524927946,0.0721628970148976,0.0142254499033611,0.0616080790710667,970.677414929877,0.0121533347747451,194.268648121582
"41","A","1","IDP4043",89.33,0.816497457353999,0.93622276628611,5.30338969025707,0.257559776473082,6.01216530464165,0.645869123159237,69.8210471777119,-1.44415813182051,0.182959421888677,10460.0338824847,-0.0565101181212259,-2826.91875426701,0.468067696253819,0.0897258680889407,0.416100872762056,5731.52302583016,0.0763458213475547,1105.45601330606,5.32946608089295,-0.0313043518334349,0.187773519626547,-2166.97073932521,-0.041407399251105,145.040497582941,0.0719923710360975,0.014186364245129,0.0615063895576097,1039.87607784555,0.0121285649123396,208.026484095597
"42","A","1","php20603",90.02,0.131757249342898,0.997922994024525,4.69895825516386,0.319603447528525,4.98039798149294,0.75966915827318,69.9282555398127,-1.47575200657524,0.162277834272631,5.58308022549941,-0.0151474253242164,-4.01316709146059,0.462455228525743,0.0886259485170837,0.415129891747914,8.43820095007309,0.076050946521135,1.42114739605716,5.31382552532648,-0.0307970710274055,0.171353543799496,1.74043855103333,-0.0429200849091779,-0.236507855913829,0.0735424943929369,0.0144842600089558,0.0636771403116917,1.03629761336893,0.0125814713790242,0.199229999453724
"43","A","1","sgb101",90.74,0.186854047619845,0.99589823407193,4.68707679757175,0.320937540799837,5.0316967266107,0.754183032416692,69.8190026875452,-1.44606293738924,0.334140544080046,3.33076559581107,-0.0701157062955213,-2.91855101328574,0.470921085658941,0.0902369487405359,0.410009807734626,7.57002119707145,0.0755846650085768,1.17561296262782,5.32346848847846,-0.0305727246850463,0.149086251664948,2.31687063763695,-0.0384529945957924,-0.528254143223314,0.0738848736936751,0.014547595518223,0.0625260739563648,0.979573695874877,0.0123526594999388,0.188789386964556
"44","A","1","IDP1437",91.9,0.0987743807577023,0.998819872101993,5.80160286693277,0.214462709184907,5.90026119341182,0.658403163592211,69.8955270131466,-1.52942505030331,0.188208133863148,205.809424994842,0.0298215910032471,-143.473848242268,0.515026096280178,0.098693979341874,0.386294911312824,594.78069021321,0.0717739635227145,123.154788749068,5.41402306436286,-0.0324452280087467,0.0698610068399549,-580.742523874756,-0.0362678360506564,49.3040842946197,0.0762757473901673,0.0150143823246918,0.0583416113039078,147.889962140442,0.0114990933450061,30.242028082351
"45","A","1","IDP847",93.03,0.145474999584513,0.997479474412596,7.20919409973143,0.125237682554594,7.40415252503053,0.493719971536046,69.8170039724838,-1.51946474013852,0.277468399188442,107.148807087735,0.0157767190224259,-65.0527598213409,0.524546238053611,0.100608253517299,0.384699415130407,436.621718592347,0.0717046229308171,91.1236689577915,5.43231322635886,-0.033170227717186,0.0532446876187811,-477.624468558235,-0.0353830566489485,42.1844964826671,0.0779047542882818,0.0153368781221394,0.0585603668958468,109.495951522872,0.0115453875767606,22.282804895592
"46","A","1","gpm125",96.14,1.61000363916919,0.80699305256048,0.0752783285143054,0.999309172825182,1.75890054481895,0.987532188219218,69.1539645073018,-1.49208641620683,0.517006273710429,2774.99861962902,0.0117749620684128,-201.32969596772,0.587123959693189,0.111959427792168,0.395605787446432,1038.17955523535,0.0737999000781902,195.280760151629,5.42541467382127,-0.0310438626850278,0.0211599455378173,-23.0314895836778,-0.032354889117956,-11.717949154272,0.0850385856554955,0.0167025965703031,0.0592344333240051,156.397557534124,0.0116759602773227,30.8635799683878
"47","A","1","lls1",97.12,0.408657476318342,0.981761972829864,4.04644618374091,0.399756534623881,4.35149043776067,0.824100588829324,69.5592913449939,-1.49723199659277,0.527459468222582,205.585727682726,-0.0173554174018653,39.1553061641997,0.545855385571645,0.105028791876499,0.381737353713339,1432.94827585093,0.0713537499325598,235.124931224941,5.36739386751935,-0.0203056703055609,0.0360556331883649,584.629264962042,-0.0348429364292825,-149.572408389356,0.0825367735469362,0.0162201690442657,0.0594194893630861,196.166911222812,0.011721132353911,38.9447187082339
"48","A","1","php20689",99.42,3.66902952874019,0.452646414242483,0.310721241921217,0.989111612554222,4.08776271019514,0.849119610992749,69.1460716782561,-1.43682092003116,0.241893400156754,4687.29978080525,0.0465514924761253,-819.689276372576,0.545601250103421,0.103902732381508,0.380971885088928,1145.78639467342,0.0710221773718442,218.420230476877,5.39172131004406,-0.0306823955841845,0.043462863574739,59.9286200337105,-0.0361343551050692,10.0941540350568,0.0805540623933444,0.0157825115150745,0.0576105815625646,168.074358011533,0.0113754896237809,33.8348957884004
"49","A","1","umc1685",101.32,0.810618037435774,0.937018926444042,1.26603324173847,0.867111567005483,1.9919809262536,0.98125669578725,69.7848434371851,-1.54151483245962,0.374646708811367,-8.61356781839515,0.0433261345855923,-1.37382783702161,0.531093482477519,0.101441636217072,0.387010669684829,4.84121094607101,0.0719943446532189,0.877550137829039,5.42612569210479,-0.0335644099931494,0.0347533017853748,-1.87170219686251,-0.03366420492016,-0.0310034832759149,0.0776582744627897,0.0152765181623838,0.0583997839734505,1.0599590831455,0.011523720113686,0.209844360638531
