Height,lw,ln,p,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10
80.70825916,0,0,0,0,0,1,0,1,1,1,0,1,0
84.38306763,0,0,0,0,0,1,0,1,1,1,0,1,1
79.9520474,0,0,0,0,0,1,0,1,1,1,1,0,0
84.34249481,0,0,0,0,0,1,0,1,1,1,1,0,1
82.411888,0,0,0,0,0,1,0,1,1,1,1,1,0
85.19467144,0,0,0,0,0,1,0,1,1,1,1,1,1
134.3196203,0,0,0,0,0,1,1,0,0,0,0,0,0
137.0189032,0,0,0,0,0,1,1,0,0,0,0,0,1
134.7946634,0,0,0,0,0,1,1,0,0,0,0,1,0
137.9901818,0,0,0,0,0,1,1,0,0,0,0,1,1
136.5295907,0,0,0,0,0,1,1,0,0,0,1,0,0
139.5625383,0,0,0,0,0,1,1,0,0,0,1,0,1
136.9550341,0,0,0,0,0,1,1,0,0,0,1,1,0
141.3431705,0,0,0,0,0,1,1,0,0,0,1,1,1
134.2875614,0,0,0,0,0,1,1,0,0,1,0,0,0
137.4497436,0,0,0,0,0,1,1,0,0,1,0,0,1
135.3533192,0,0,0,0,0,1,1,0,0,1,0,1,0
139.038424,0,0,0,0,0,1,1,0,0,1,0,1,1
137.8065785,0,0,0,0,0,1,1,0,0,1,1,0,0
140.0315545,0,0,0,0,0,1,1,0,0,1,1,0,1
137.7367387,0,0,0,0,0,1,1,0,0,1,1,1,0
142.8293437,0,0,0,0,0,1,1,0,0,1,1,1,1
135.194588,0,0,0,0,0,1,1,0,1,0,0,0,0
138.7884422,0,0,0,0,0,1,1,0,1,0,0,0,1
137.100203,0,0,0,0,0,1,1,0,1,0,0,1,0
140.2608562,0,0,0,0,0,1,1,0,1,0,0,1,1
139.478558,0,0,0,0,0,1,1,0,1,0,1,0,0
141.0555888,0,0,0,0,0,1,1,0,1,0,1,0,1
139.824026,0,0,0,0,0,1,1,0,1,0,1,1,0
142.0719506,0,0,0,0,0,1,1,0,1,0,1,1,1
136.5152587,0,0,0,0,0,1,1,0,1,1,0,0,0
138.390846,0,0,0,0,0,1,1,0,1,1,0,0,1
138.2224822,0,0,0,0,0,1,1,0,1,1,0,1,0
141.3237424,0,0,0,0,0,1,1,0,1,1,0,1,1
138.2267901,0,0,0,0,0,1,1,0,1,1,1,0,0
141.0718785,0,0,0,0,0,1,1,0,1,1,1,0,1
141.1731937,0,0,0,0,0,1,1,0,1,1,1,1,0
144.718966,0,0,0,0,0,1,1,0,1,1,1,1,1
135.5070708,0,0,0,0,0,1,1,1,0,0,0,0,0
139.3955733,0,0,0,0,0,1,1,1,0,0,0,0,1
137.478405,0,0,0,0,0,1,1,1,0,0,0,1,0
141.8769724,0,0,0,0,0,1,1,1,0,0,0,1,1
137.5273215,0,0,0,0,0,1,1,1,0,0,1,0,0
142.0021511,0,0,0,0,0,1,1,1,0,0,1,0,1
140.546221,0,0,0,0,0,1,1,1,0,0,1,1,0
144.5494962,0,0,0,0,0,1,1,1,0,0,1,1,1
136.9380387,0,0,0,0,0,1,1,1,0,1,0,0,0
140.0767578,0,0,0,0,0,1,1,1,0,1,0,0,1
139.3988012,0,0,0,0,0,1,1,1,0,1,0,1,0
141.1621073,0,0,0,0,0,1,1,1,0,1,0,1,1
139.3500258,0,0,0,0,0,1,1,1,0,1,1,0,0
141.5237061,0,0,0,0,0,1,1,1,0,1,1,0,1
141.7985154,0,0,0,0,0,1,1,1,0,1,1,1,0
144.4950409,0,0,0,0,0,1,1,1,0,1,1,1,1
138.2014971,0,0,0,0,0,1,1,1,1,0,0,0,0
140.6394959,0,0,0,0,0,1,1,1,1,0,0,0,1
139.0971908,0,0,0,0,0,1,1,1,1,0,0,1,0
142.5720434,0,0,0,0,0,1,1,1,1,0,0,1,1
140.523374,0,0,0,0,0,1,1,1,1,0,1,0,0
142.7847559,0,0,0,0,0,1,1,1,1,0,1,0,1
142.6838058,0,0,0,0,0,1,1,1,1,0,1,1,0
146.1912434,0,0,0,0,0,1,1,1,1,0,1,1,1
138.3421904,0,0,0,0,0,1,1,1,1,1,0,0,0
141.5996447,0,0,0,0,0,1,1,1,1,1,0,0,1
141.0096046,0,0,0,0,0,1,1,1,1,1,0,1,0
143.5763294,0,0,0,0,0,1,1,1,1,1,0,1,1
142.4408535,0,0,0,0,0,1,1,1,1,1,1,0,0
144.0807111,0,0,0,0,0,1,1,1,1,1,1,0,1
143.5064842,0,0,0,0,0,1,1,1,1,1,1,1,0
144.9361106,0,0,0,0,0,1,1,1,1,1,1,1,1
71.43804993,0,0,0,0,1,0,0,0,0,0,0,0,0
74.41834446,0,0,0,0,1,0,0,0,0,0,0,0,1
73.27346472,0,0,0,0,1,0,0,0,0,0,0,1,0
76.84941755,0,0,0,0,1,0,0,0,0,0,0,1,1
75.29273852,0,0,0,0,1,0,0,0,0,0,1,0,0
78.44376746,0,0,0,0,1,0,0,0,0,0,1,0,1
77.07135045,0,0,0,0,1,0,0,0,0,0,1,1,0
78.27010692,0,0,0,0,1,0,0,0,0,0,1,1,1
72.88125311,0,0,0,0,1,0,0,0,0,1,0,0,0
75.76188215,0,0,0,0,1,0,0,0,0,1,0,0,1
74.8236672,0,0,0,0,1,0,0,0,0,1,0,1,0
77.81400135,0,0,0,0,1,0,0,0,0,1,0,1,1
75.41583898,0,0,0,0,1,0,0,0,0,1,1,0,0
78.77810433,0,0,0,0,1,0,0,0,0,1,1,0,1
77.50893457,0,0,0,0,1,0,0,0,0,1,1,1,0
81.2142384,0,0,0,0,1,0,0,0,0,1,1,1,1
73.95921439,0,0,0,0,1,0,0,0,1,0,0,0,0
77.25023968,0,0,0,0,1,0,0,0,1,0,0,0,1
75.84581277,0,0,0,0,1,0,0,0,1,0,0,1,0
77.69698346,0,0,0,0,1,0,0,0,1,0,0,1,1
75.99067549,0,0,0,0,1,0,0,0,1,0,1,0,0
79.16186793,0,0,0,0,1,0,0,0,1,0,1,0,1
78.75188645,0,0,0,0,1,0,0,0,1,0,1,1,0
81.74918169,0,0,0,0,1,0,0,0,1,0,1,1,1
75.34457953,0,0,0,0,1,0,0,0,1,1,0,0,0
77.62225291,0,0,0,0,1,0,0,0,1,1,0,0,1
77.04203319,0,0,0,0,1,0,0,0,1,1,0,1,0
80.06740903,0,0,0,0,1,0,0,0,1,1,0,1,1
74.67189332,0,0,0,0,1,0,0,0,1,1,1,0,0
81.08175511,0,0,0,0,1,0,0,0,1,1,1,0,1
79.06897642,0,0,0,0,1,0,0,0,1,1,1,1,0
82.6354496,0,0,0,0,1,0,0,0,1,1,1,1,1
73.92698736,0,0,0,0,1,0,0,1,0,0,0,0,0
77.06559107,0,0,0,0,1,0,0,1,0,0,0,0,1
75.55944419,0,0,0,0,1,0,0,1,0,0,0,1,0
80.74661202,0,0,0,0,1,0,0,1,0,0,0,1,1
75.69393333,0,0,0,0,1,0,0,1,0,0,1,0,0
79.91044529,0,0,0,0,1,0,0,1,0,0,1,0,1
80.18971618,0,0,0,0,1,0,0,1,0,0,1,1,0
82.56593656,0,0,0,0,1,0,0,1,0,0,1,1,1
74.84275898,0,0,0,0,1,0,0,1,0,1,0,0,0
78.14370902,0,0,0,0,1,0,0,1,0,1,0,0,1
77.43727057,0,0,0,0,1,0,0,1,0,1,0,1,0
80.9422976,0,0,0,0,1,0,0,1,0,1,0,1,1
77.32233055,0,0,0,0,1,0,0,1,0,1,1,0,0
80.65986732,0,0,0,0,1,0,0,1,0,1,1,0,1
81.01056876,0,0,0,0,1,0,0,1,0,1,1,1,0
84.4610753,0,0,0,0,1,0,0,1,0,1,1,1,1
75.86684931,0,0,0,0,1,0,0,1,1,0,0,0,0
80.02691422,0,0,0,0,1,0,0,1,1,0,0,0,1
78.41181399,0,0,0,0,1,0,0,1,1,0,0,1,0
80.84518175,0,0,0,0,1,0,0,1,1,0,0,1,1
78.19829942,0,0,0,0,1,0,0,1,1,0,1,0,0
80.43619503,0,0,0,0,1,0,0,1,1,0,1,0,1
79.43562978,0,0,0,0,1,0,0,1,1,0,1,1,0
85.01950323,0,0,0,0,1,0,0,1,1,0,1,1,1
76.36827055,0,0,0,0,1,0,0,1,1,1,0,0,0
79.32030085,0,0,0,0,1,0,0,1,1,1,0,0,1
79.01791442,0,0,0,0,1,0,0,1,1,1,0,1,0
83.01006156,0,0,0,0,1,0,0,1,1,1,0,1,1
79.02820255,0,0,0,0,1,0,0,1,1,1,1,0,0
82.59212665,0,0,0,0,1,0,0,1,1,1,1,0,1
80.84413746,0,0,0,0,1,0,0,1,1,1,1,1,0
85.09090272,0,0,0,0,1,0,0,1,1,1,1,1,1
131.1667599,0,0,0,0,1,0,1,0,0,0,0,0,0
134.3901833,0,0,0,0,1,0,1,0,0,0,0,0,1
132.9272044,0,0,0,0,1,0,1,0,0,0,0,1,0
137.9484918,0,0,0,0,1,0,1,0,0,0,0,1,1
134.4886701,0,0,0,0,1,0,1,0,0,0,1,0,0
138.4246993,0,0,0,0,1,0,1,0,0,0,1,0,1
135.8241727,0,0,0,0,1,0,1,0,0,0,1,1,0
139.7260558,0,0,0,0,1,0,1,0,0,0,1,1,1
133.0076286,0,0,0,0,1,0,1,0,0,1,0,0,0
135.9634937,0,0,0,0,1,0,1,0,0,1,0,0,1
135.570025,0,0,0,0,1,0,1,0,0,1,0,1,0
137.4930216,0,0,0,0,1,0,1,0,0,1,0,1,1
135.1597196,0,0,0,0,1,0,1,0,0,1,1,0,0
138.6216983,0,0,0,0,1,0,1,0,0,1,1,0,1
137.625126,0,0,0,0,1,0,1,0,0,1,1,1,0
139.5678922,0,0,0,0,1,0,1,0,0,1,1,1,1
133.3028326,0,0,0,0,1,0,1,0,1,0,0,0,0
136.5476345,0,0,0,0,1,0,1,0,1,0,0,0,1
134.7986029,0,0,0,0,1,0,1,0,1,0,0,1,0
138.6626401,0,0,0,0,1,0,1,0,1,0,0,1,1
135.2520389,0,0,0,0,1,0,1,0,1,0,1,0,0
139.8597838,0,0,0,0,1,0,1,0,1,0,1,0,1
137.9752176,0,0,0,0,1,0,1,0,1,0,1,1,0
140.4608662,0,0,0,0,1,0,1,0,1,0,1,1,1
134.2629824,0,0,0,0,1,0,1,0,1,1,0,0,0
137.2841993,0,0,0,0,1,0,1,0,1,1,0,0,1
136.0928112,0,0,0,0,1,0,1,0,1,1,0,1,0
139.6366918,0,0,0,0,1,0,1,0,1,1,0,1,1
137.2903595,0,0,0,0,1,0,1,0,1,1,1,0,0
139.5724778,0,0,0,0,1,0,1,0,1,1,1,0,1
139.4845163,0,0,0,0,1,0,1,0,1,1,1,1,0
141.9422745,0,0,0,0,1,0,1,0,1,1,1,1,1
134.3661812,0,0,0,0,1,0,1,1,0,0,0,0,0
138.3626193,0,0,0,0,1,0,1,1,0,0,0,0,1
136.4670141,0,0,0,0,1,0,1,1,0,0,0,1,0
140.9497775,0,0,0,0,1,0,1,1,0,0,0,1,1
137.0597215,0,0,0,0,1,0,1,1,0,0,1,0,0
139.7241274,0,0,0,0,1,0,1,1,0,0,1,0,1
138.9257605,0,0,0,0,1,0,1,1,0,0,1,1,0
142.4537132,0,0,0,0,1,0,1,1,0,0,1,1,1
134.5967558,0,0,0,0,1,0,1,1,0,1,0,0,0
138.4810726,0,0,0,0,1,0,1,1,0,1,0,0,1
136.2992858,0,0,0,0,1,0,1,1,0,1,0,1,0
140.7207698,0,0,0,0,1,0,1,1,0,1,0,1,1
138.3487821,0,0,0,0,1,0,1,1,0,1,1,0,0
140.4751867,0,0,0,0,1,0,1,1,0,1,1,0,1
139.9336983,0,0,0,0,1,0,1,1,0,1,1,1,0
142.8529702,0,0,0,0,1,0,1,1,0,1,1,1,1
135.6482209,0,0,0,0,1,0,1,1,1,0,0,0,0
138.2167215,0,0,0,0,1,0,1,1,1,0,0,0,1
136.8243494,0,0,0,0,1,0,1,1,1,0,0,1,0
141.0911933,0,0,0,0,1,0,1,1,1,0,0,1,1
137.8727711,0,0,0,0,1,0,1,1,1,0,1,0,0
141.7436851,0,0,0,0,1,0,1,1,1,0,1,0,1
141.3300545,0,0,0,0,1,0,1,1,1,0,1,1,0
145.3523373,0,0,0,0,1,0,1,1,1,0,1,1,1
136.9446196,0,0,0,0,1,0,1,1,1,1,0,0,0
139.3751352,0,0,0,0,1,0,1,1,1,1,0,0,1
139.5600501,0,0,0,0,1,0,1,1,1,1,0,1,0
142.1678569,0,0,0,0,1,0,1,1,1,1,0,1,1
140.3736239,0,0,0,0,1,0,1,1,1,1,1,0,0
142.8816292,0,0,0,0,1,0,1,1,1,1,1,0,1
141.97157,0,0,0,0,1,0,1,1,1,1,1,1,0
143.8392259,0,0,0,0,1,0,1,1,1,1,1,1,1
74.39778846,0,0,0,0,1,1,0,0,0,0,0,0,0
77.54785552,0,0,0,0,1,1,0,0,0,0,0,0,1
77.37011506,0,0,0,0,1,1,0,0,0,0,0,1,0
80.85364337,0,0,0,0,1,1,0,0,0,0,0,1,1
78.50886049,0,0,0,0,1,1,0,0,0,0,1,0,0
82.48231336,0,0,0,0,1,1,0,0,0,0,1,0,1
80.38815195,0,0,0,0,1,1,0,0,0,0,1,1,0
82.26616531,0,0,0,0,1,1,0,0,0,0,1,1,1
76.62448894,0,0,0,0,1,1,0,0,0,1,0,0,0
81.58030963,0,0,0,0,1,1,0,0,0,1,0,0,1
78.35523917,0,0,0,0,1,1,0,0,0,1,0,1,0
82.08091894,0,0,0,0,1,1,0,0,0,1,0,1,1
77.57043415,0,0,0,0,1,1,0,0,0,1,1,0,0
81.82953507,0,0,0,0,1,1,0,0,0,1,1,0,1
80.48397086,0,0,0,0,1,1,0,0,0,1,1,1,0
84.05866746,0,0,0,0,1,1,0,0,0,1,1,1,1
77.70200747,0,0,0,0,1,1,0,0,1,0,0,0,0
80.34182514,0,0,0,0,1,1,0,0,1,0,0,0,1
80.02019765,0,0,0,0,1,1,0,0,1,0,0,1,0
80.54765014,0,0,0,0,1,1,0,0,1,0,0,1,1
79.7442988,0,0,0,0,1,1,0,0,1,0,1,0,0
82.96372966,0,0,0,0,1,1,0,0,1,0,1,0,1
81.1425759,0,0,0,0,1,1,0,0,1,0,1,1,0
85.0101342,0,0,0,0,1,1,0,0,1,0,1,1,1
76.7650087,0,0,0,0,1,1,0,0,1,1,0,0,0
80.57866777,0,0,0,0,1,1,0,0,1,1,0,0,1
79.65096777,0,0,0,0,1,1,0,0,1,1,0,1,0
81.96668843,0,0,0,0,1,1,0,0,1,1,0,1,1
81.34327704,0,0,0,0,1,1,0,0,1,1,1,0,0
83.00911783,0,0,0,0,1,1,0,0,1,1,1,0,1
80.91877418,0,0,0,0,1,1,0,0,1,1,1,1,0
86.5665655,0,0,0,0,1,1,0,0,1,1,1,1,1
78.17269305,0,0,0,0,1,1,0,1,0,0,0,0,0
80.79661051,0,0,0,0,1,1,0,1,0,0,0,0,1
79.97586972,0,0,0,0,1,1,0,1,0,0,0,1,0
83.18604594,0,0,0,0,1,1,0,1,0,0,0,1,1
79.35219972,0,0,0,0,1,1,0,1,0,0,1,0,0
83.6239728,0,0,0,0,1,1,0,1,0,0,1,0,1
81.67685574,0,0,0,0,1,1,0,1,0,0,1,1,0
86.15714529,0,0,0,0,1,1,0,1,0,0,1,1,1
79.44140901,0,0,0,0,1,1,0,1,0,1,0,0,0
80.94477563,0,0,0,0,1,1,0,1,0,1,0,0,1
79.5110436,0,0,0,0,1,1,0,1,0,1,0,1,0
83.10191894,0,0,0,0,1,1,0,1,0,1,0,1,1
80.3852471,0,0,0,0,1,1,0,1,0,1,1,0,0
84.60460593,0,0,0,0,1,1,0,1,0,1,1,0,1
85.06780179,0,0,0,0,1,1,0,1,0,1,1,1,0
87.04363537,0,0,0,0,1,1,0,1,0,1,1,1,1
