Height,lw,ln,p,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10
81.73256727,0,0,0,A,A,B,A,B,B,B,A,A,B
79.0898349,0,0,0,A,A,B,A,B,B,B,A,B,A
83.91282227,0,0,0,A,A,B,A,B,B,B,A,B,B
81.12618973,0,0,0,A,A,B,A,B,B,B,B,A,A
84.60814879,0,0,0,A,A,B,A,B,B,B,B,A,B
83.11706393,0,0,0,A,A,B,A,B,B,B,B,B,A
87.30232419,0,0,0,A,A,B,A,B,B,B,B,B,B
77.35855618,0,0,0,A,A,B,B,A,A,A,A,A,A
79.81102206,0,0,0,A,A,B,B,A,A,A,A,A,B
79.8513986,0,0,0,A,A,B,B,A,A,A,A,B,A
80.42761856,0,0,0,A,A,B,B,A,A,A,A,B,B
78.98594603,0,0,0,A,A,B,B,A,A,A,B,A,A
83.53414006,0,0,0,A,A,B,B,A,A,A,B,A,B
80.82859121,0,0,0,A,A,B,B,A,A,A,B,B,A
84.74304672,0,0,0,A,A,B,B,A,A,A,B,B,B
76.18490024,0,0,0,A,A,B,B,A,A,B,A,A,A
80.83999724,0,0,0,A,A,B,B,A,A,B,A,A,B
80.28796793,0,0,0,A,A,B,B,A,A,B,A,B,A
83.27231763,0,0,0,A,A,B,B,A,A,B,A,B,B
79.45741261,0,0,0,A,A,B,B,A,A,B,B,A,A
84.45928699,0,0,0,A,A,B,B,A,A,B,B,A,B
81.84488172,0,0,0,A,A,B,B,A,A,B,B,B,A
85.62492539,0,0,0,A,A,B,B,A,A,B,B,B,B
78.66956182,0,0,0,A,A,B,B,A,B,A,A,A,A
80.77413763,0,0,0,A,A,B,B,A,B,A,A,A,B
79.99161515,0,0,0,A,A,B,B,A,B,A,A,B,A
84.13680412,0,0,0,A,A,B,B,A,B,A,A,B,B
81.85114575,0,0,0,A,A,B,B,A,B,A,B,A,A
84.19761744,0,0,0,A,A,B,B,A,B,A,B,A,B
81.95584124,0,0,0,A,A,B,B,A,B,A,B,B,A
86.71869381,0,0,0,A,A,B,B,A,B,A,B,B,B
78.31552264,0,0,0,A,A,B,B,A,B,B,A,A,A
82.18832127,0,0,0,A,A,B,B,A,B,B,A,A,B
81.36991224,0,0,0,A,A,B,B,A,B,B,A,B,A
84.31503713,0,0,0,A,A,B,B,A,B,B,A,B,B
80.63537114,0,0,0,A,A,B,B,A,B,B,B,A,A
84.97465773,0,0,0,A,A,B,B,A,B,B,B,A,B
83.63457231,0,0,0,A,A,B,B,A,B,B,B,B,A
86.57275168,0,0,0,A,A,B,B,A,B,B,B,B,B
79.10773422,0,0,0,A,A,B,B,B,A,A,A,A,A
82.06994444,0,0,0,A,A,B,B,B,A,A,A,A,B
80.98697125,0,0,0,A,A,B,B,B,A,A,A,B,A
85.85188274,0,0,0,A,A,B,B,B,A,A,A,B,B
83.32882421,0,0,0,A,A,B,B,B,A,A,B,A,A
85.8612659,0,0,0,A,A,B,B,B,A,A,B,A,B
83.19978699,0,0,0,A,A,B,B,B,A,A,B,B,A
86.96711251,0,0,0,A,A,B,B,B,A,A,B,B,B
79.92124356,0,0,0,A,A,B,B,B,A,B,A,A,A
82.83244664,0,0,0,A,A,B,B,B,A,B,A,A,B
81.67306922,0,0,0,A,A,B,B,B,A,B,A,B,A
84.54552914,0,0,0,A,A,B,B,B,A,B,A,B,B
83.66273194,0,0,0,A,A,B,B,B,A,B,B,A,A
85.21041706,0,0,0,A,A,B,B,B,A,B,B,A,B
83.91477819,0,0,0,A,A,B,B,B,A,B,B,B,A
88.00298059,0,0,0,A,A,B,B,B,A,B,B,B,B
81.3923352,0,0,0,A,A,B,B,B,B,A,A,A,A
83.79709905,0,0,0,A,A,B,B,B,B,A,A,A,B
82.46856624,0,0,0,A,A,B,B,B,B,A,A,B,A
86.46845741,0,0,0,A,A,B,B,B,B,A,A,B,B
82.9847591,0,0,0,A,A,B,B,B,B,A,B,A,A
86.24677645,0,0,0,A,A,B,B,B,B,A,B,A,B
85.7896457,0,0,0,A,A,B,B,B,B,A,B,B,A
88.64335584,0,0,0,A,A,B,B,B,B,A,B,B,B
81.21809575,0,0,0,A,A,B,B,B,B,B,A,A,A
85.34914032,0,0,0,A,A,B,B,B,B,B,A,A,B
83.68070752,0,0,0,A,A,B,B,B,B,B,A,B,A
87.44088716,0,0,0,A,A,B,B,B,B,B,A,B,B
84.6015027,0,0,0,A,A,B,B,B,B,B,B,A,A
89.18854712,0,0,0,A,A,B,B,B,B,B,B,A,B
86.92848944,0,0,0,A,A,B,B,B,B,B,B,B,A
90.46467571,0,0,0,A,A,B,B,B,B,B,B,B,B
72.02119711,0,0,0,A,B,A,A,A,A,A,A,A,A
75.3127872,0,0,0,A,B,A,A,A,A,A,A,A,B
72.64553541,0,0,0,A,B,A,A,A,A,A,A,B,A
77.77004086,0,0,0,A,B,A,A,A,A,A,A,B,B
75.53107716,0,0,0,A,B,A,A,A,A,A,B,A,A
77.74989176,0,0,0,A,B,A,A,A,A,A,B,A,B
76.00871282,0,0,0,A,B,A,A,A,A,A,B,B,A
81.00466643,0,0,0,A,B,A,A,A,A,A,B,B,B
73.65586015,0,0,0,A,B,A,A,A,A,B,A,A,A
75.2319101,0,0,0,A,B,A,A,A,A,B,A,A,B
75.17149543,0,0,0,A,B,A,A,A,A,B,A,B,A
79.36353799,0,0,0,A,B,A,A,A,A,B,A,B,B
75.89105398,0,0,0,A,B,A,A,A,A,B,B,A,A
78.88399841,0,0,0,A,B,A,A,A,A,B,B,A,B
78.38932028,0,0,0,A,B,A,A,A,A,B,B,B,A
80.12049196,0,0,0,A,B,A,A,A,A,B,B,B,B
73.15498042,0,0,0,A,B,A,A,A,B,A,A,A,A
77.52342487,0,0,0,A,B,A,A,A,B,A,A,A,B
75.84193121,0,0,0,A,B,A,A,A,B,A,A,B,A
79.44456421,0,0,0,A,B,A,A,A,B,A,A,B,B
75.69536626,0,0,0,A,B,A,A,A,B,A,B,A,A
79.873063,0,0,0,A,B,A,A,A,B,A,B,A,B
78.59337196,0,0,0,A,B,A,A,A,B,A,B,B,A
81.80953678,0,0,0,A,B,A,A,A,B,A,B,B,B
73.7871282,0,0,0,A,B,A,A,A,B,B,A,A,A
77.46861792,0,0,0,A,B,A,A,A,B,B,A,A,B
75.73405981,0,0,0,A,B,A,A,A,B,B,A,B,A
79.94047622,0,0,0,A,B,A,A,A,B,B,A,B,B
76.6973315,0,0,0,A,B,A,A,A,B,B,B,A,A
79.44996261,0,0,0,A,B,A,A,A,B,B,B,A,B
78.52954698,0,0,0,A,B,A,A,A,B,B,B,B,A
81.98223648,0,0,0,A,B,A,A,A,B,B,B,B,B
75.06332392,0,0,0,A,B,A,A,B,A,A,A,A,A
77.66357152,0,0,0,A,B,A,A,B,A,A,A,A,B
77.11652929,0,0,0,A,B,A,A,B,A,A,A,B,A
78.43885251,0,0,0,A,B,A,A,B,A,A,A,B,B
77.39679684,0,0,0,A,B,A,A,B,A,A,B,A,A
79.23997135,0,0,0,A,B,A,A,B,A,A,B,A,B
79.91163363,0,0,0,A,B,A,A,B,A,A,B,B,A
83.22553404,0,0,0,A,B,A,A,B,A,A,B,B,B
74.50280677,0,0,0,A,B,A,A,B,A,B,A,A,A
78.16636913,0,0,0,A,B,A,A,B,A,B,A,A,B
78.52283686,0,0,0,A,B,A,A,B,A,B,A,B,A
80.00828966,0,0,0,A,B,A,A,B,A,B,A,B,B
78.12174641,0,0,0,A,B,A,A,B,A,B,B,A,A
81.70395614,0,0,0,A,B,A,A,B,A,B,B,A,B
79.32405236,0,0,0,A,B,A,A,B,A,B,B,B,A
83.78759944,0,0,0,A,B,A,A,B,A,B,B,B,B
74.93776952,0,0,0,A,B,A,A,B,B,A,A,A,A
79.12099181,0,0,0,A,B,A,A,B,B,A,A,A,B
77.40384854,0,0,0,A,B,A,A,B,B,A,A,B,A
81.04937403,0,0,0,A,B,A,A,B,B,A,A,B,B
77.92156704,0,0,0,A,B,A,A,B,B,A,B,A,A
82.18826724,0,0,0,A,B,A,A,B,B,A,B,A,B
80.71977048,0,0,0,A,B,A,A,B,B,A,B,B,A
84.24126043,0,0,0,A,B,A,A,B,B,A,B,B,B
77.51144936,0,0,0,A,B,A,A,B,B,B,A,A,A
80.08695044,0,0,0,A,B,A,A,B,B,B,A,A,B
78.77524347,0,0,0,A,B,A,A,B,B,B,A,B,A
82.08403886,0,0,0,A,B,A,A,B,B,B,A,B,B
79.30643569,0,0,0,A,B,A,A,B,B,B,B,A,A
82.68038782,0,0,0,A,B,A,A,B,B,B,B,A,B
82.33715703,0,0,0,A,B,A,A,B,B,B,B,B,A
84.49433382,0,0,0,A,B,A,A,B,B,B,B,B,B
75.20867969,0,0,0,A,B,A,B,A,A,A,A,A,A
77.39848799,0,0,0,A,B,A,B,A,A,A,A,A,B
75.758474,0,0,0,A,B,A,B,A,A,A,A,B,A
80.99720045,0,0,0,A,B,A,B,A,A,A,A,B,B
77.18551284,0,0,0,A,B,A,B,A,A,A,B,A,A
79.71083458,0,0,0,A,B,A,B,A,A,A,B,A,B
79.67349381,0,0,0,A,B,A,B,A,A,A,B,B,A
83.79752338,0,0,0,A,B,A,B,A,A,A,B,B,B
75.37734181,0,0,0,A,B,A,B,A,A,B,A,A,A
79.13882259,0,0,0,A,B,A,B,A,A,B,A,A,B
77.46424422,0,0,0,A,B,A,B,A,A,B,A,B,A
81.15667558,0,0,0,A,B,A,B,A,A,B,A,B,B
78.23419472,0,0,0,A,B,A,B,A,A,B,B,A,A
81.95744657,0,0,0,A,B,A,B,A,A,B,B,A,B
81.78451478,0,0,0,A,B,A,B,A,A,B,B,B,A
84.38341822,0,0,0,A,B,A,B,A,A,B,B,B,B
76.11447752,0,0,0,A,B,A,B,A,B,A,A,A,A
80.32092262,0,0,0,A,B,A,B,A,B,A,A,A,B
78.06388009,0,0,0,A,B,A,B,A,B,A,A,B,A
81.47997228,0,0,0,A,B,A,B,A,B,A,A,B,B
79.32899295,0,0,0,A,B,A,B,A,B,A,B,A,A
82.04786952,0,0,0,A,B,A,B,A,B,A,B,A,B
81.07054308,0,0,0,A,B,A,B,A,B,A,B,B,A
83.4184547,0,0,0,A,B,A,B,A,B,A,B,B,B
76.44835428,0,0,0,A,B,A,B,A,B,B,A,A,A
79.7575251,0,0,0,A,B,A,B,A,B,B,A,A,B
80.48725507,0,0,0,A,B,A,B,A,B,B,A,B,A
82.44654238,0,0,0,A,B,A,B,A,B,B,A,B,B
79.10408752,0,0,0,A,B,A,B,A,B,B,B,A,A
83.58388245,0,0,0,A,B,A,B,A,B,B,B,A,B
82.55710103,0,0,0,A,B,A,B,A,B,B,B,B,A
84.87871909,0,0,0,A,B,A,B,A,B,B,B,B,B
77.97175762,0,0,0,A,B,A,B,B,A,A,A,A,A
82.34604933,0,0,0,A,B,A,B,B,A,A,A,A,B
79.67663311,0,0,0,A,B,A,B,B,A,A,A,B,A
84.07718474,0,0,0,A,B,A,B,B,A,A,A,B,B
81.02988107,0,0,0,A,B,A,B,B,A,A,B,A,A
82.34142077,0,0,0,A,B,A,B,B,A,A,B,A,B
83.56673698,0,0,0,A,B,A,B,B,A,A,B,B,A
85.86202182,0,0,0,A,B,A,B,B,A,A,B,B,B
78.15509037,0,0,0,A,B,A,B,B,A,B,A,A,A
80.84103185,0,0,0,A,B,A,B,B,A,B,A,A,B
79.92807331,0,0,0,A,B,A,B,B,A,B,A,B,A
83.20136248,0,0,0,A,B,A,B,B,A,B,A,B,B
80.59866293,0,0,0,A,B,A,B,B,A,B,B,A,A
84.39145029,0,0,0,A,B,A,B,B,A,B,B,A,B
82.10738553,0,0,0,A,B,A,B,B,A,B,B,B,A
86.31262172,0,0,0,A,B,A,B,B,A,B,B,B,B
78.9140041,0,0,0,A,B,A,B,B,B,A,A,A,A
81.51896102,0,0,0,A,B,A,B,B,B,A,A,A,B
80.43262871,0,0,0,A,B,A,B,B,B,A,A,B,A
83.91122784,0,0,0,A,B,A,B,B,B,A,A,B,B
81.45137491,0,0,0,A,B,A,B,B,B,A,B,A,A
84.17407873,0,0,0,A,B,A,B,B,B,A,B,A,B
84.2958936,0,0,0,A,B,A,B,B,B,A,B,B,A
87.68031494,0,0,0,A,B,A,B,B,B,A,B,B,B
78.71180737,0,0,0,A,B,A,B,B,B,B,A,A,A
82.82501283,0,0,0,A,B,A,B,B,B,B,A,A,B
81.96980374,0,0,0,A,B,A,B,B,B,B,A,B,A
85.20561048,0,0,0,A,B,A,B,B,B,B,A,B,B
82.25827401,0,0,0,A,B,A,B,B,B,B,B,A,A
86.67699056,0,0,0,A,B,A,B,B,B,B,B,A,B
86.24458389,0,0,0,A,B,A,B,B,B,B,B,B,A
88.70044532,0,0,0,A,B,A,B,B,B,B,B,B,B
75.93980835,0,0,0,A,B,B,A,A,A,A,A,A,A
78.73890092,0,0,0,A,B,B,A,A,A,A,A,A,B
77.71454626,0,0,0,A,B,B,A,A,A,A,A,B,A
81.11123116,0,0,0,A,B,B,A,A,A,A,A,B,B
79.09240324,0,0,0,A,B,B,A,A,A,A,B,A,A
82.0624187,0,0,0,A,B,B,A,A,A,A,B,A,B
80.68625865,0,0,0,A,B,B,A,A,A,A,B,B,A
82.76693073,0,0,0,A,B,B,A,A,A,A,B,B,B
77.20040604,0,0,0,A,B,B,A,A,A,B,A,A,A
80.38863183,0,0,0,A,B,B,A,A,A,B,A,A,B
79.30767569,0,0,0,A,B,B,A,A,A,B,A,B,A
82.51777288,0,0,0,A,B,B,A,A,A,B,A,B,B
79.07751357,0,0,0,A,B,B,A,A,A,B,B,A,A
82.42423761,0,0,0,A,B,B,A,A,A,B,B,A,B
81.63619047,0,0,0,A,B,B,A,A,A,B,B,B,A
84.29614747,0,0,0,A,B,B,A,A,A,B,B,B,B
76.91659687,0,0,0,A,B,B,A,A,B,A,A,A,A
79.60130397,0,0,0,A,B,B,A,A,B,A,A,A,B
79.63597789,0,0,0,A,B,B,A,A,B,A,A,B,A
81.10156117,0,0,0,A,B,B,A,A,B,A,A,B,B
80.35738732,0,0,0,A,B,B,A,A,B,A,B,A,A
82.86796778,0,0,0,A,B,B,A,A,B,A,B,A,B
82.15633311,0,0,0,A,B,B,A,A,B,A,B,B,A
83.40964106,0,0,0,A,B,B,A,A,B,A,B,B,B
77.95620639,0,0,0,A,B,B,A,A,B,B,A,A,A
80.29307751,0,0,0,A,B,B,A,A,B,B,A,A,B
79.23457749,0,0,0,A,B,B,A,A,B,B,A,B,A
83.34183722,0,0,0,A,B,B,A,A,B,B,A,B,B
78.90403477,0,0,0,A,B,B,A,A,B,B,B,A,A
83.25987215,0,0,0,A,B,B,A,A,B,B,B,A,B
83.60524627,0,0,0,A,B,B,A,A,B,B,B,B,A
87.19050536,0,0,0,A,B,B,A,A,B,B,B,B,B
77.70611763,0,0,0,A,B,B,A,B,A,A,A,A,A
81.61187714,0,0,0,A,B,B,A,B,A,A,A,A,B
79.88213544,0,0,0,A,B,B,A,B,A,A,A,B,A
82.25731194,0,0,0,A,B,B,A,B,A,A,A,B,B
80.77007679,0,0,0,A,B,B,A,B,A,A,B,A,A
84.069148,0,0,0,A,B,B,A,B,A,A,B,A,B
83.00288222,0,0,0,A,B,B,A,B,A,A,B,B,A
84.97000568,0,0,0,A,B,B,A,B,A,A,B,B,B
79.46263823,0,0,0,A,B,B,A,B,A,B,A,A,A
81.21448889,0,0,0,A,B,B,A,B,A,B,A,A,B
80.43790754,0,0,0,A,B,B,A,B,A,B,A,B,A
82.80765349,0,0,0,A,B,B,A,B,A,B,A,B,B
82.35408724,0,0,0,A,B,B,A,B,A,B,B,A,A
84.19638196,0,0,0,A,B,B,A,B,A,B,B,A,B
82.55572133,0,0,0,A,B,B,A,B,A,B,B,B,A
